,text,place,uri,collector,area,lat,lon
76414,Απ' ανέρπιστο σχοίνον βγαίν' ο γερολαός,Κάρπαθος,http://hdl.handle.net/20.500.11853/153387,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76448,Γκρίνιαν και ικάσιμον φέρν' η λτοψωμιά,Κάρπαθος,http://hdl.handle.net/20.500.11853/202766,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
79096,"Απού 'ναι καλορρίζικος γεννά τσ' ο πετεινός του, τσ' απού 'ναι κακορρίζικος σκολά τσ' η όρνιθά του",Κάρπαθος,http://hdl.handle.net/20.500.11853/213765,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
79137,Έγ γίει τ' αντζέλου του νερό,Κάρπαθος,http://hdl.handle.net/20.500.11853/192840,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76195,Όταν κι' α παλαιώση το βλαντί του γαάρου στρατουρα δε γίνεται,Κάρπαθος,http://hdl.handle.net/20.500.11853/258783,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76327,Τα παι(δ)ιά μας είν' παι(δ)ιά και τα 'γγόνια (δ)υο φορές παι(δ)ιά,Κάρπαθος,http://hdl.handle.net/20.500.11853/258811,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79337,"Σκόλη, σκόλη, σκόλαρος, εφάνητσεν ο κώλαρος!",Κάρπαθος,http://hdl.handle.net/20.500.11853/246857,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
75856,Ηύρεν ο κρούστης τον αντικρούστην,Κάρπαθος,http://hdl.handle.net/20.500.11853/190042,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75331,Α(γ)απά ο Θεός το κλέφτη ααπά και το νοικοκύρην,Κάρπαθος,http://hdl.handle.net/20.500.11853/205034,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79368,Το κακό τσυνήι όλο φήημα 'ναι,Κάρπαθος,http://hdl.handle.net/20.500.11853/235611,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76677,Ως τα που να 'σαι λεύτερη θ' αστράφτουν οι ποδιές σου να παντρευτής να γκαστρωθείς να (δ)ω τις ομορφιές σου,Κάρπαθος,http://hdl.handle.net/20.500.11853/258728,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76511,Εις του κώλου του τη τρύπαν,Κάρπαθος,http://hdl.handle.net/20.500.11853/153370,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76571,Κόφτει κι πα με τα μονά με τα ιπλά,Κάρπαθος,http://hdl.handle.net/20.500.11853/202755,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75452,"Αν έχης μοίρα(ν) (δ)ιά(β)αινε, και ριζικό(ν) πορπάτει",Κάρπαθος,http://hdl.handle.net/20.500.11853/230980,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75959,"Κούρεψε τ' αυγόν, πάρε το μαλλί",Κάρπαθος,http://hdl.handle.net/20.500.11853/153166,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75937,Καλός κακός ο χοίρος μας αμ ήβγε χαλαζιάρης,Κάρπαθος,http://hdl.handle.net/20.500.11853/205058,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76361,"Φύε, κόρ', απ' τον άνεμο, φύε, κόρ', απ' τον ήλιον",Κάρπαθος,http://hdl.handle.net/20.500.11853/169671,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75677,Έχασε τ' αυγά και τ' αυγοκάλαθαν,Κάρπαθος,http://hdl.handle.net/20.500.11853/153293,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75728,Επήγε για μαμμή κι εκά(θ)ισε για λουχού,Κάρπαθος,http://hdl.handle.net/20.500.11853/205046,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75365,"Άλλα μελετούν τα βούδια, κι άλλα ο βουδολάτης. Άλλοι μεν βουλαί ανθρώπων άλλα δε ο Θεός κελεύει",Κάρπαθος,http://hdl.handle.net/20.500.11853/189920,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79254,Ο λωλλός α 'εκ κουραστή 'εκ καΐζει,Κάρπαθος,http://hdl.handle.net/20.500.11853/235644,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
79093,"Από τσει που θα σαρτάρ' η κατσίκα, σαρτέρει τσαι το κατσικάτσι",Κάρπαθος,http://hdl.handle.net/20.500.11853/213740,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
119294,Αυγόν καθερισμένον,Κάρπαθος,http://hdl.handle.net/20.500.11853/159466,"Χρυσός, Γεώργιος",Κάρπαθος,35.6136611,27.11925668821135
75737,Εσύ κακόν χερόβολον κ' εγιώ κακόν δεμάτι,Κάρπαθος,http://hdl.handle.net/20.500.11853/230962,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76384,Άμε χάσε κ΄ έλα γύρευγε,Κάρπαθος,http://hdl.handle.net/20.500.11853/165583,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76674,Ως που να πάω και να ρθω γάμων κύρηκα,Κάρπαθος,http://hdl.handle.net/20.500.11853/153374,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76497,Έχομεν αλλαξοκαιριά κράζου κουτιτίζου τα πουλλιά,Κάρπαθος,http://hdl.handle.net/20.500.11853/153375,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75644,"Διάλεξε ξανα(δ)ιάλεξε, ε(δ)ιάλυσεν ο νους του",Κάρπαθος,http://hdl.handle.net/20.500.11853/190000,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76004,Με πίτυρα σμί(γ)εις οι χοίροι σε τρων,Κάρπαθος,http://hdl.handle.net/20.500.11853/258755,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76482,Έρραξε σε καλό λιμνιώναν,Κάρπαθος,http://hdl.handle.net/20.500.11853/202774,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76196,Όταν κτυπήση ο αργός δε κωλύει πουλλί,"Κάρπαθος, Παναγιά",http://hdl.handle.net/20.500.11853/153152,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75928,"και με τα παραπόταμα, οι ποταμοί κινούσιν",Κάρπαθος,http://hdl.handle.net/20.500.11853/258857,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76266,Ρίξε πίσω τ' αυτιά σου ν΄ακούσης την σούρα σου,Κάρπαθος,http://hdl.handle.net/20.500.11853/153280,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76348,Τον κακού καιρού το πουλί αλλού τρώει κι' αλλού θωρεί,Κάρπαθος,http://hdl.handle.net/20.500.11853/153222,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75471,Απαπαντή δεν ΄χιόνισε κ΄η γρηαίς αρνιά ΄νέθρεψαν,Κάρπαθος,http://hdl.handle.net/20.500.11853/245971,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76427,Ας κάμω καλήν την καρδιά μου κι ας ξοϊάσω το παρά,Κάρπαθος,http://hdl.handle.net/20.500.11853/269704,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
79349,"Τα 'χ' ο κλέφτης εις τον νουτ του, τα θωρεί τσ' εις τ' όνειρότ του",Κάρπαθος,http://hdl.handle.net/20.500.11853/213748,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76052,"Νοικοκύρις είσαι, πετουμέζι τρώ(γ)εις",Κάρπαθος,http://hdl.handle.net/20.500.11853/286189,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76595,"Μη θωρείς το κοπρόσκυλο σαν κυνηά, μόνο σαν το κυνηούσι",Κάρπαθος,http://hdl.handle.net/20.500.11853/273328,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76648,Σι(γ)ουροπαούκωνε να μη καμπο(γ)υρίζης,Κάρπαθος,http://hdl.handle.net/20.500.11853/258724,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75356,Άλειψε την κοιλιά σου με το λάδι,Κάρπαθος,http://hdl.handle.net/20.500.11853/205051,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76651,Σπιτο(γ)υρίστρα παστρική μουρκοτοφλύτρα νυστική,Κάρπαθος,http://hdl.handle.net/20.500.11853/258725,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75481,Από μακρυά να κουραστής από σιμά ν' αργήσης,Κάρπαθος,http://hdl.handle.net/20.500.11853/205037,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75407,"Αβιός αβιού ανα(γ)ελά, τσιγκούνης το τσιγκούνη",Κάρπαθος,http://hdl.handle.net/20.500.11853/153161,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75733,Επόμεινε Γιώτα μονάχη σαν το πουλί στο κλα(δ)ί,Κάρπαθος,http://hdl.handle.net/20.500.11853/169700,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79218,"Μήε σου Παπά κουτσιά, μη΄έγιω δρααρικά",Κάρπαθος,http://hdl.handle.net/20.500.11853/235626,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76161,Όποιος κρατεί κι αξαπολυεί του πρέπει φούρεια ς σκοινί,Κάρπαθος,http://hdl.handle.net/20.500.11853/273681,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75867,"Θαρρούσιν εις την έρημον, και πανυ(γ)ύριν είνε",Κάρπαθος,http://hdl.handle.net/20.500.11853/190051,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76296,Σειού(ν)ται τ' ανώφλια σειούται και τα κατύφλια,Κάρπαθος,http://hdl.handle.net/20.500.11853/258805,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79422,Φάε χόντρο να χοντρύνης τσ' αλευρά να μιαλύνης,Κάρπαθος,http://hdl.handle.net/20.500.11853/192893,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76127,Όλ' έχου για το μισσεμόν κι' η γριά έχει για το θέρρος,Κάρπαθος,http://hdl.handle.net/20.500.11853/169762,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79195,"-Κάμε, Μελετή, παιΐ, λέει. - 'Πού τα ζένια;",Κάρπαθος,http://hdl.handle.net/20.500.11853/192790,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76084,Ο θεός έκαμε ορφανά αμέ κακόμοιρα δεν έκαμεν,Κάρπαθος,http://hdl.handle.net/20.500.11853/153183,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79235,"Ντρέττο, σε θέλω, σύντεχνε, μη κάνης κουλλουρίες",Κάρπαθος,http://hdl.handle.net/20.500.11853/235620,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76114,Ο σκύλος που βάζει δε βακά,Κάρπαθος,http://hdl.handle.net/20.500.11853/258782,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75578,"Γα(δ)άροι (δ)υο μαλλώνουσιν, για ξένο(ν) χλωρονόμι",Κάρπαθος,http://hdl.handle.net/20.500.11853/210421,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75556,"Βλέπε μάνα, πέρνε κόρην",Κάρπαθος,http://hdl.handle.net/20.500.11853/210420,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75379,Άλλος πίνη κι' άλλος μεθυά,Κάρπαθος,http://hdl.handle.net/20.500.11853/153163,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
1903,Τα παιδιά παίδες τραυούν κι' οι μάννες τις ξεχάνουν,Κάρπαθος,http://hdl.handle.net/20.500.11853/247484,"Ανδριώτης, Νικόλαος Π.",Κάρπαθος,35.6136611,27.11925668821135
119296,Η καλή μέρα πο το πωρνό δείχνει,Κάρπαθος,http://hdl.handle.net/20.500.11853/164658,"Χρυσός, Γεώργιος",Κάρπαθος,35.6136611,27.11925668821135
79204,"Κόψε τη φτερούα, μπάλλωσε τη τραχηλά",Κάρπαθος,http://hdl.handle.net/20.500.11853/235619,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
79219,"Μηγ γελάσης τσαι 'ελαστής, μηκ καταϊκάσης τσαι καταϊκαστής",Κάρπαθος,http://hdl.handle.net/20.500.11853/192825,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76669,Χάσε που το δίκαιο σου να πας καλά στο σπίτι σου,Κάρπαθος,http://hdl.handle.net/20.500.11853/165617,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76000,Με μεαλύτερό σου κάιζε και νηστικός σηκώσου,Κάρπαθος,http://hdl.handle.net/20.500.11853/279856,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75972,"Λα(γ)ός πιπέριν ήτριβγε, κακό της κεφαλής του",Κάρπαθος,http://hdl.handle.net/20.500.11853/275457,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75602,"Δ)έσε κόμπον, μη χάσης οτρέαν",Κάρπαθος,http://hdl.handle.net/20.500.11853/189999,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76029,Μικρό μικρό τ' αλώνι σου κι ας εί(ν) μοναχικό σου,Κάρπαθος,http://hdl.handle.net/20.500.11853/281805,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76092,Ο κακός λόος κι ο κάρπικος παράς στο νοικοκύρην απομένει,Κάρπαθος,http://hdl.handle.net/20.500.11853/204999,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76032,Μοναχός σου παίζε (γ)έλα να 'χης πάντα την υγεία(ν) σου,Κάρπαθος,http://hdl.handle.net/20.500.11853/231008,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75629,"Δεν είναι πώς θα περάση η ψείρα που τα (γ)ένειά μου, μόνο πως θα κάμη στράταν",Κάρπαθος,http://hdl.handle.net/20.500.11853/258833,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79129,Για το παραθύρι 'έ κλειώνομε τηπ πόρτα,Κάρπαθος,http://hdl.handle.net/20.500.11853/246862,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
75964,Κρουφά κρουφά κατούρησε κι αν δεν θωρής θωρούν σε,Κάρπαθος,http://hdl.handle.net/20.500.11853/210430,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76632,Όποιος υπάει 'ς τον λουτρόν θα δρώση,Κάρπαθος,http://hdl.handle.net/20.500.11853/202763,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
76472,Δεν κρατεί τα θαφτικά του,Κάρπαθος,http://hdl.handle.net/20.500.11853/165723,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75860,"Ηύρες το λουλλού(δ)ι, να πάρης μυρω(δ)ίαν",Κάρπαθος,http://hdl.handle.net/20.500.11853/190046,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75371,Άλλοι κάμνουν κι' άλλ' ευρίσκουν,Κάρπαθος,http://hdl.handle.net/20.500.11853/153319,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75649,"Δος του λωλλού, να πιη να μάθης το νου του",Κάρπαθος,http://hdl.handle.net/20.500.11853/205045,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
119311,Τ' αυγό του Κολόμβου,Κάρπαθος,http://hdl.handle.net/20.500.11853/159473,"Χρυσός, Γεώργιος",Κάρπαθος,35.6136611,27.11925668821135
75821,Η ποτηρέα κι' η σφενδιλέα ποτέ δε λησμονιέται,Κάρπαθος,http://hdl.handle.net/20.500.11853/258851,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76148,Όποιος δεν ακούει των γονιών του σε κακή γωνιά καθίζει,Κάρπαθος,http://hdl.handle.net/20.500.11853/169644,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75985,Μάθε στα όρη να δειπνας μάθε να ξεμοναζης,Κάρπαθος,http://hdl.handle.net/20.500.11853/258750,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76108,Ο μέρμηγκας ποτέ του δε πεινά,Κάρπαθος,http://hdl.handle.net/20.500.11853/284070,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76530,Ήτον οχτρού πείραξη,Κάρπαθος,http://hdl.handle.net/20.500.11853/165710,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
79339,"Στα να μεσσέψ΄ο μαραγκός, ερχετ΄ο καλαφάτης",Κάρπαθος,http://hdl.handle.net/20.500.11853/192803,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
75724,"Επέτασεν ο κουσσοφός, κ' επήρεν και το ράμμα",Κάρπαθος,http://hdl.handle.net/20.500.11853/245992,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75502,"Απού το στόμα σου, κ' εις του Θεού τ' αυτί",Κάρπαθος,http://hdl.handle.net/20.500.11853/189955,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75475,Από ένα αρνί (δ)υο προ(β)έες δεν εβγαίνουν,Κάρπαθος,http://hdl.handle.net/20.500.11853/169676,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75321,Α δε το(ν) φάης το καρπό(ν) μην επαινέσης το(ν) καιρό,Κάρπαθος,http://hdl.handle.net/20.500.11853/269916,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
11106,"Βλέπε μάννα, παίρνε κόρην",Κάρπαθος,http://hdl.handle.net/20.500.11853/208966,"Δουκάκης, Δημήτριος Χρ.",Κάρπαθος,35.6136611,27.11925668821135
76579,"Κουρέττα κουρετόλοα, φρίσαλα φρισαλόοα",Κάρπαθος,http://hdl.handle.net/20.500.11853/202757,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75381,Άμε ξανα(δ)ής Καραμπουρνιώτην να με πής,Κάρπαθος,http://hdl.handle.net/20.500.11853/287809,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75917,Κάπου κ' κάπου να βρεθή κάπου και που να λάχη,Κάρπαθος,http://hdl.handle.net/20.500.11853/205060,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75888,Κά(θ)εται κ' η μοίρα τ' εργάζεται,Κάρπαθος,http://hdl.handle.net/20.500.11853/230957,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79176,Η μάνα 'έρει παιΐ τσαι πάλι “μα” φωνάζει,Κάρπαθος,http://hdl.handle.net/20.500.11853/213759,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
75816,"Η παστρική νοικοκυρά, όξω φτιεί μέσα κατουρά",Κάρπαθος,http://hdl.handle.net/20.500.11853/245994,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76342,Το ξένον εις το σπίτι σου για μάρτυρα τον έχεις,Κάρπαθος,http://hdl.handle.net/20.500.11853/205029,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75645,Διάταξε συ τη κάττα δου κι εγιώ την αλαπού μου,Κάρπαθος,http://hdl.handle.net/20.500.11853/169694,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75397,Άσπρος σκύλλος μαύρος σκύλλος και όλ' οι σκύλλοι μια γενειά,Κάρπαθος,http://hdl.handle.net/20.500.11853/189970,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76536,Ηύρε τον αντικελαίνη του,Κάρπαθος,http://hdl.handle.net/20.500.11853/153396,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75946,Κει που δε σε σπέρου μην ανεμιλλαώνης,Κάρπαθος,http://hdl.handle.net/20.500.11853/258860,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75403,Άψε φουρναρού το φούρνο και καλόν αρνό σου φέρνω,Κάρπαθος,http://hdl.handle.net/20.500.11853/153255,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75948,Κι' σ κώλος τ' έχει μάδια,Κάρπαθος,http://hdl.handle.net/20.500.11853/279860,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75751,Ζαντό(β)ον δε γίνομαι με τα (β)ουνιά να ζήσω,Κάρπαθος,http://hdl.handle.net/20.500.11853/169714,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79376,Το πουντζίσ σου μη το 'είχνης σε πολλούς,Κάρπαθος,http://hdl.handle.net/20.500.11853/246847,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
79163,Εσού 'αμπρός τσ' εγιώ πλιο 'μπρος,Κάρπαθος,http://hdl.handle.net/20.500.11853/192823,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
79081,Αμ με ξαναής γράψε με!,Κάρπαθος,http://hdl.handle.net/20.500.11853/235607,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76558,Κάτσε κλάψε μοναχή σου και παρηορήσ'ακί σου,Κάρπαθος,http://hdl.handle.net/20.500.11853/281398,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75903,Κάθε πράμα στο καιρό του και τον Άουστο σταφύλια,Κάρπαθος,http://hdl.handle.net/20.500.11853/267313,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79395,Του κόσμου το περίπαισμα τοκ κόσμον ενεέλα,Κάρπαθος,http://hdl.handle.net/20.500.11853/192849,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
75423,Ακαμάτρα μ΄ ελαλούσα άμ 'εγιώ  καματερ' ήμουνκ' ή 'καμνά το χρόνον ένα μασουράκιν όργον,Κάρπαθος,http://hdl.handle.net/20.500.11853/153279,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75847,"Ήτον άσουρα τ' αρνιά, είχασιν κι ορίαν πλατειάν",Κάρπαθος,http://hdl.handle.net/20.500.11853/190040,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76522,Ζωντόχηρος κουμπάρος για λόου του ξανοίει,Κάρπαθος,http://hdl.handle.net/20.500.11853/165729,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75837,Ήπεσε το λά(δ)ι μας μέσα στο τσουκάλι μας,Κάρπαθος,http://hdl.handle.net/20.500.11853/258849,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79421,"Φάε σκόρδο το πρωΐ, να κάνης άντερο παχύ, τσαι κρομμύι την ημέρα, να παρ' η καρδιά σ' αέρα",Κάρπαθος,http://hdl.handle.net/20.500.11853/246864,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
76533,Ήψε κ' ήκαψεν,Κάρπαθος,http://hdl.handle.net/20.500.11853/153367,"Μανωλακάκης, Παπαγιάννης",Κάρπαθος,35.6136611,27.11925668821135
75899,"Κάθε πέρσυ, πλειό καλά",Κάρπαθος,http://hdl.handle.net/20.500.11853/245975,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75323,Α δεν πληθάνη το κακό; δε εν κοβγεται,Κάρπαθος,http://hdl.handle.net/20.500.11853/268592,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75963,Κρουφά κρουφά κατούρησε κι α δε θωρής θωρού(ν) σε,Κάρπαθος,http://hdl.handle.net/20.500.11853/204985,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76249,Που δε θάψη πάντ' αλιμένει,Κάρπαθος,http://hdl.handle.net/20.500.11853/153203,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76059,"Ξενοθερίζεις τρα(γ)ου(δ)άς, κακό χειμώνα θάχεις",Κάρπαθος,http://hdl.handle.net/20.500.11853/287805,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
75996,Μας έκαμε το 'νι βελόνι,Κάρπαθος,http://hdl.handle.net/20.500.11853/269915,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
76138,"Όπ΄ έχ΄ αμπέλι ΄άς βάλλ΄ αργάτες, και καράβια καλαφάτες",Κάρπαθος,http://hdl.handle.net/20.500.11853/190068,"Μανωλακάκης, Εμμανουήλ",Κάρπαθος,35.6136611,27.11925668821135
79131,Γιμέλλας κόρην έπαρε τσ' εγγόνη μην επάρης,Κάρπαθος,http://hdl.handle.net/20.500.11853/192820,"Μιχαηλίδης – Νουάρος, Μιχαήλ Γ.",Κάρπαθος,35.6136611,27.11925668821135
